,Commit message,Class
594,added quote provider extract quote html table fee provider try detect table html load feed url base column header determine type extract value table issue,extract
595,add uncast array method,extract
596,add function execution element gfe data namespace plus cleanup,extract
597,refactored mouse click,extract
598,addlibrarytoclasspath,extract
599,recordbuilder add special support filling record list field git svn id svn ssh dev outerthought org outerthought lilyproject trunk b f e bd e dc,extract
600,oozie test cleanup testpurgexcommand asalamon via andras piros,extract
601,fix cleanup work rent system,extract
602,tokenperpageprecreate create token advance fix npe trim issue protect method property parse tokenperpageprecreate allows use per page token first access rather use session token first access work conjunction jstl tag design mainly well back button support default value false,extract
603,code refactoring change error message debug improve error message git svn id http svn apache org repos asf maven archetype trunk f bb ffa edef,extract
604,added support remove cursor ui related fix row label always directly show scroll sometimes first approach rainbow color channel cleanup,extract
605,add iremoteenvironmentinfo service remove concat service,extract
606,add automatic json endpoint read verb git svn id http svn codehaus org enunciate trunk enunciate c b b b e,extract
607,minor change treenode fix bug compute leftw rightw treenode rewrite drawtree unionfindfind start work shiny thing tm unionfindfind rewritten find method unionfind refactored renamed variable enum type unionfindbuttons disable button algorithm run term tea tomorrow sign viktor tomkovič,extract
